species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Xiphophorus_hellerii	DNA/Academ	189	84966	1
Xiphophorus_hellerii	LINE/L1-Tx1	76	51872	1
Xiphophorus_hellerii	LINE/I-Nimb	211	146810	1
Xiphophorus_hellerii	LINE/Dong-R4	76	34388	1
Xiphophorus_hellerii	DNA/P	226	141825	3
Xiphophorus_hellerii	LTR/Copia	183	167807	3
Xiphophorus_hellerii	LINE/Proto2	93	58444	2
Xiphophorus_couchianus	DNA/TcMar-Tc1	19543	8647947	113
Xiphophorus_couchianus	DNA/hAT-Ac	4152	1919581	20
Xiphophorus_couchianus	DNA/hAT-Charlie	2906	1467726	20
Xiphophorus_couchianus	LINE/Rex-Babar	2935	1480283	27
Xiphophorus_couchianus	DNA/TcMar-Tigger	722	294301	4
Xiphophorus_couchianus	DNA/hAT	2631	1128300	16
Xiphophorus_couchianus	DNA/PIF-Harbinger	4144	1954000	15
Xiphophorus_couchianus	LINE/L2	5094	2620382	41
Xiphophorus_couchianus	LTR/Ngaro	185	60315	2
Xiphophorus_couchianus	DNA/hAT-Tip100	1447	661481	11
Xiphophorus_couchianus	SINE/V	1280	443402	3
Xiphophorus_couchianus	DNA/hAT-hAT5	463	230182	1
Xiphophorus_couchianus	LINE/RTE-BovB	2094	1187783	12
Xiphophorus_couchianus	DNA/PiggyBac	2052	991473	2
Xiphophorus_couchianus	DNA/hAT-Tol2	1859	863032	5
Xiphophorus_couchianus	DNA/CMC-EnSpm	114	73306	2
Xiphophorus_couchianus	DNA/TcMar-Tc2	426	214348	6
Xiphophorus_couchianus	LTR/Gypsy	490	464142	7
Xiphophorus_couchianus	RC/Helitron	1184	520667	4
Xiphophorus_couchianus	LINE/Proto2	60	37803	1
Xiphophorus_couchianus	DNA/Maverick	67	25101	1
Xiphophorus_couchianus	LINE/L1	209	117494	4
Xiphophorus_couchianus	DNA/hAT-Blackjack	35	11559	1
Xiphophorus_couchianus	LINE/Penelope	64	26774	1
Xiphophorus_couchianus	DNA/PIF-ISL2EU	287	112125	4
Xiphophorus_couchianus	LINE/I	261	176774	4
Xiphophorus_couchianus	LINE/RTE	204	89684	2
Xiphophorus_couchianus	DNA/P	241	151757	1
Xiphophorus_couchianus	LTR/DIRS	89	69569	2
Xiphophorus_couchianus	LTR/ERVK	34	12675	1
Xiphophorus_couchianus	DNA/Kolobok-Hydra	154	84613	1
Xiphophorus_couchianus	DNA/Kolobok-T2	199	98621	2
Xiphophorus_couchianus	DNA/MULE-MuDR	104	34703	1
Xiphophorus_couchianus	LINE/L1-Tx1	51	48717	1
Xiphophorus_couchianus	LINE/Jockey	218	144518	2
Xiphophorus_couchianus	LINE/Dong-R4	72	28679	3
Xiphophorus_couchianus	LTR/Copia	40	21375	1
Lates_calcarifer	LTR/Ngaro	308	99143	3
Lates_calcarifer	LINE/L2	3660	2811507	25
Lates_calcarifer	LINE/Penelope	369	291397	7
Lates_calcarifer	DNA/CMC-EnSpm	340	203849	9
Lates_calcarifer	LTR/ERV1	310	439420	4
Lates_calcarifer	DNA/Sola	3	33791	1
Lates_calcarifer	DNA/hAT-Ac	3117	1245276	29
Lates_calcarifer	DNA/hAT	711	300333	8
Lates_calcarifer	DNA/hAT-Tol2	178	64119	2
Lates_calcarifer	SINE/MIR	3	912	1
Lates_calcarifer	DNA/Ginger	11	20285	2
Lates_calcarifer	DNA/TcMar-Tc1	5139	2444612	50
Lates_calcarifer	RC/Helitron	1991	1689776	11
Lates_calcarifer	LINE/Rex-Babar	1971	1140071	27
Lates_calcarifer	DNA/TcMar-ISRm11	52	106766	2
Lates_calcarifer	DNA/hAT-Tip100	137	69478	6
Lates_calcarifer	DNA/Novosib	10	4312	2
Lates_calcarifer	LTR/Copia	697	440477	3
Lates_calcarifer	LTR/Gypsy	1638	1417770	15
Lates_calcarifer	DNA/TcMar-Tc2	151	68521	3
Lates_calcarifer	DNA/PIF-Harbinger	136	54145	3
Lates_calcarifer	DNA/MULE-MuDR	272	113264	3
Lates_calcarifer	LINE/RTE-X	51	19794	1
Lates_calcarifer	DNA/hAT-Tag1	46	18885	1
Lates_calcarifer	SINE/V	923	331754	3
Lates_calcarifer	DNA/TcMar-Mariner	612	259259	3
Lates_calcarifer	LINE/L1-Tx1	493	556301	4
Lates_calcarifer	LINE/RTE	36	11654	2
Lates_calcarifer	LINE/RTE-BovB	908	416315	6
Lates_calcarifer	DNA/hAT-Charlie	204	124977	3
Lates_calcarifer	LINE/I	28	10031	1
Lates_calcarifer	DNA/hAT-hAT5	44	17211	1
Lates_calcarifer	DNA/PiggyBac	25	11125	1
Lates_calcarifer	LINE/Dong-R4	45	19949	1
Lates_calcarifer	SINE/tRNA-Lys	71	34362	1
Lates_calcarifer	DNA/PIF-ISL2EU	59	28354	1
Lates_calcarifer	DNA/hAT-hobo	3	1396	1
Lates_calcarifer	SINE/5S	137	727359	1
Lates_calcarifer	LINE/L1	87	292742	1
Mola_mola	DNA/TcMar-Tc1	10912	6668127	52
Mola_mola	DNA/PIF-Harbinger	1590	680340	12
Mola_mola	DNA/Sola	110	72463	1
Mola_mola	LINE/Rex-Babar	5081	3518953	37
Mola_mola	DNA/hAT-Ac	7570	3177990	56
Mola_mola	SINE/MIR	24	7421	4
Mola_mola	LINE/RTE-BovB	10535	8994088	10
Mola_mola	SINE/V	3782	1314753	5
Mola_mola	LINE/Penelope	2418	1441804	13
Mola_mola	DNA/MULE-MuDR	71	30724	1
Mola_mola	LINE/L2	12187	12064353	35
Mola_mola	DNA/Maverick	524	417416	4
Mola_mola	RC/Helitron	1124	431012	5
Mola_mola	DNA/hAT	389	188260	4
Mola_mola	DNA/Kolobok-T2	21	8345	1
Mola_mola	DNA/hAT-Blackjack	126	60047	1
Mola_mola	DNA/hAT-Charlie	1701	904160	20
Mola_mola	LTR/Ngaro	284	96161	1
Mola_mola	LINE/L1	729	627335	7
Mola_mola	LTR/Gypsy	5387	3247014	27
Mola_mola	DNA/TcMar	45	19176	1
Mola_mola	DNA/CMC-EnSpm	397	184602	4
Mola_mola	LINE/Dong-R4	2751	1947384	7
Mola_mola	LINE/RTE	49	19352	1
Mola_mola	LINE/I	148	50543	1
Mola_mola	LTR/ERV1	170	112892	3
Mola_mola	DNA/hAT-Tip100	1013	717985	6
Mola_mola	LINE/Proto2	22	9712	1
Mola_mola	DNA/hAT-Tag1	93	135234	1
Mola_mola	LINE/R2-Hero	52	23661	1
Mola_mola	DNA/PiggyBac	24	9756	1
Mola_mola	LTR/DIRS	123	83121	1
Mola_mola	DNA/PIF-ISL2EU	52	19123	1
Mola_mola	LINE/RTE-X	50	21114	1
Mola_mola	DNA/Ginger	111	108936	1
Cottus_rhenanus	LINE/L2	345	138149	22
Cottus_rhenanus	LTR/ERV1	16	6228	2
Cottus_rhenanus	DNA/hAT-Charlie	186	73436	11
Cottus_rhenanus	LINE/L1-Tx1	26	20282	1
Cottus_rhenanus	LINE/RTE	22	8513	3
Cottus_rhenanus	LTR/Gypsy	479	200258	26
Cottus_rhenanus	DNA/Sola	44	19824	2
Cottus_rhenanus	DNA/hAT-Tip100	58	22895	3
Cottus_rhenanus	DNA/CMC-EnSpm	135	54137	7
Cottus_rhenanus	LINE/Rex-Babar	308	125240	19
Cottus_rhenanus	DNA/hAT-Ac	232	81187	17
Cottus_rhenanus	DNA/TcMar-Tc1	181	78182	9
Cottus_rhenanus	LINE/Jockey	42	19396	1
Cottus_rhenanus	RC/Helitron	79	25471	2
Cottus_rhenanus	DNA/PIF-Harbinger	217	84865	7
Cottus_rhenanus	DNA/Ginger	9	3345	1
Cottus_rhenanus	DNA/PiggyBac	65	26534	2
Cottus_rhenanus	DNA/Novosib	12	4711	1
Cottus_rhenanus	DNA/TcMar-ISRm11	13	4917	1
Cottus_rhenanus	DNA/hAT-hAT5	14	5405	1
Cottus_rhenanus	LTR/Ngaro	14	5196	1
Cottus_rhenanus	LINE/Penelope	29	18474	1
Cottus_rhenanus	LINE/RTE-X	12	5431	1
Cottus_rhenanus	DNA/TcMar-Tc2	2	702	1
Cottus_rhenanus	DNA/Kolobok-T2	101	39226	1
Cottus_rhenanus	DNA/hAT-Tol2	1	316	1
Cottus_rhenanus	LINE/RTE-BovB	77	30898	3
Cottus_rhenanus	SINE/V	11	3386	1
Cottus_rhenanus	DNA/hAT	68	23032	3
Cottus_rhenanus	LTR/Pao	47	19705	3
Cottus_rhenanus	LINE/L1	8	3090	1
Cottus_rhenanus	LINE/Proto2	15	5437	1
Cottus_rhenanus	DNA/MULE-MuDR	2	650	1
Cottus_rhenanus	DNA/P	19	7170	1
Cottus_rhenanus	DNA/TcMar	18	7351	1
Cottus_rhenanus	LINE/LOA	36	11713	1
Cottus_rhenanus	DNA/PIF-ISL2EU	23	9576	1
Cottus_rhenanus	LTR/DIRS	4	1327	1
Serinus_canaria	LINE/CR1	39908	20484393	55
Serinus_canaria	LTR/ERVK	26611	12962744	67
Serinus_canaria	LTR/ERVL	24203	13962392	65
Serinus_canaria	DNA/TcMar-Fot1	269	204448	1
Serinus_canaria	LTR/ERV1	13687	7540291	37
Serinus_canaria	DNA/P	92	53991	1
Serinus_canaria	DNA/CMC-EnSpm	122	62456	2
Serinus_canaria	LTR/Gypsy	297	132469	2
Serinus_canaria	DNA/hAT-Charlie	113	45705	1
Serinus_canaria	RC/Helitron	685	402196	2
Serinus_canaria	LINE/L1	262	221095	1
Serinus_canaria	DNA/hAT-hATm	451	263419	1
Serinus_canaria	LTR/Pao	357	172924	1
Serinus_canaria	Satellite/W-chromosome	273	143142	1
Serinus_canaria	DNA/TcMar	146	87976	1
Serinus_canaria	SINE/MIR	63	22436	1
Serinus_canaria	DNA/hAT-Ac	70	25900	1
Meleagris_gallopavo	LINE/CR1	91632	52122385	88
Meleagris_gallopavo	DNA/hAT-Charlie	1693	740369	7
Meleagris_gallopavo	LTR/ERVL	30301	15300905	50
Meleagris_gallopavo	DNA/TcMar-Mariner	10809	5424500	8
Meleagris_gallopavo	Satellite/W-chromosome	2203	1188509	1
Meleagris_gallopavo	LTR/ERV1	4310	2146506	25
Meleagris_gallopavo	Satellite/macro	1779	817264	11
Meleagris_gallopavo	LTR/Copia	922	439912	2
Meleagris_gallopavo	DNA/hAT-hATm	149	62526	1
Meleagris_gallopavo	LINE/L1	158	69257	1
Meleagris_gallopavo	LTR/Gypsy	348	160459	3
Meleagris_gallopavo	DNA/MULE-MuDR	14	5999	1
Meleagris_gallopavo	LTR/ERVK	188	93410	2
Paralichthys_olivaceus	LINE/L2	3530	1817276	52
Paralichthys_olivaceus	LINE/Rex-Babar	1105	635101	17
Paralichthys_olivaceus	DNA/CMC-EnSpm	672	295692	8
Paralichthys_olivaceus	RC/Helitron	1051	438029	4
Paralichthys_olivaceus	LINE/I	17	7143	1
Paralichthys_olivaceus	LTR/ERV1	132	62663	1
Paralichthys_olivaceus	DNA/hAT	736	306830	10
Paralichthys_olivaceus	LTR/ERVK	11	4038	1
Paralichthys_olivaceus	SINE/V	317	104397	3
Paralichthys_olivaceus	DNA/TcMar-Tc1	1402	665735	20
Paralichthys_olivaceus	SINE/MIR	2	608	2
Paralichthys_olivaceus	DNA/hAT-Tip100	316	144817	6
Paralichthys_olivaceus	DNA/hAT-Charlie	489	207233	8
Paralichthys_olivaceus	DNA/PIF-Harbinger	933	406149	9
Paralichthys_olivaceus	DNA/hAT-Tol2	187	71727	2
Paralichthys_olivaceus	DNA/Sola	205	81320	4
Paralichthys_olivaceus	LTR/Gypsy	552	340156	8
Paralichthys_olivaceus	DNA/Kolobok-T2	197	73535	2
Paralichthys_olivaceus	DNA/hAT-Ac	541	230934	12
Paralichthys_olivaceus	LINE/Penelope	136	59572	3
Paralichthys_olivaceus	LINE/R2-Hero	180	76406	6
Paralichthys_olivaceus	DNA/TcMar-Tc2	39	23062	1
Paralichthys_olivaceus	LINE/RTE-BovB	286	121244	4
Paralichthys_olivaceus	LTR/Ngaro	38	21685	2
Paralichthys_olivaceus	DNA/MULE-MuDR	61	20341	2
Paralichthys_olivaceus	LINE/Dong-R4	33	12652	1
Paralichthys_olivaceus	LINE/Proto2	35	15864	1
Paralichthys_olivaceus	DNA/TcMar-ISRm11	58	42333	1
Pseudopleuronectes_yokohamae	LINE/Rex-Babar	350	148029	12
Pseudopleuronectes_yokohamae	DNA/TcMar-Tc1	784	313266	16
Pseudopleuronectes_yokohamae	LTR/Gypsy	186	113663	2
Pseudopleuronectes_yokohamae	LINE/L2	714	293174	22
Pseudopleuronectes_yokohamae	DNA/hAT-Ac	91	37467	2
Pseudopleuronectes_yokohamae	LINE/Dong-R4	41	18821	1
Pseudopleuronectes_yokohamae	LINE/RTE-BovB	167	69914	1
Pseudopleuronectes_yokohamae	DNA/hAT-Charlie	159	64022	6
Pseudopleuronectes_yokohamae	DNA/PiggyBac	34	14927	2
Pseudopleuronectes_yokohamae	LINE/R2-Hero	78	33418	1
Pseudopleuronectes_yokohamae	DNA/PIF-Harbinger	113	48916	4
Pseudopleuronectes_yokohamae	LINE/L1	44	22520	1
Pseudopleuronectes_yokohamae	DNA/CMC-EnSpm	23	10733	1
Pseudopleuronectes_yokohamae	LINE/RTE-X	18	6733	1
Pseudopleuronectes_yokohamae	LINE/L1-Tx1	42	23999	1
Pseudopleuronectes_yokohamae	LINE/Penelope	8	3108	1
Pseudopleuronectes_yokohamae	DNA/TcMar-Mariner	10	4018	1
Gallus_gallus	Satellite/macro	2082	4232067	10
Gallus_gallus	LINE/CR1	92378	64028607	90
Gallus_gallus	LTR/ERVL	25112	19164931	61
Gallus_gallus	LTR/ERV1	5901	4777394	22
Gallus_gallus	LTR/ERV	852	1402558	1
Gallus_gallus	DNA/TcMar-Mariner	7588	4355919	10
Gallus_gallus	DNA/hAT-Charlie	1789	1082782	4
Gallus_gallus	DNA/CMC-EnSpm	1	318	1
Gallus_gallus	LTR/ERVK	2562	2013191	15
Gallus_gallus	LINE/Penelope	1126	4679559	1
Gallus_gallus	Satellite/W-chromosome	6671	47878590	6
Gallus_gallus	LTR/Gypsy	710	880070	3
Gallus_gallus	DNA/hAT-Ac	300	446147	1
Gallus_gallus	SINE/ID	21	13775	1
Amazona_vittata	LINE/CR1	30442	14107879	64
Amazona_vittata	DNA/CMC-EnSpm	36	16008	1
Amazona_vittata	LTR/ERVK	13	4342	1
Amazona_vittata	LTR/ERVL	10423	4563579	28
Amazona_vittata	LTR/ERV1	216	123543	3
Amazona_vittata	DNA/hAT-Ac	333	146790	1
Colinus_virginianus	LINE/CR1	42081	21586973	61
Colinus_virginianus	DNA/TcMar-Mariner	4582	1589859	3
Colinus_virginianus	SINE/MIR	175	71497	1
Colinus_virginianus	LTR/ERVL	6973	3314671	28
Colinus_virginianus	DNA/hAT-Charlie	1306	691316	3
Colinus_virginianus	DNA/CMC-EnSpm	12681	6416917	7
Colinus_virginianus	LTR/Gypsy	1	307	1
Colinus_virginianus	LINE/R1	4654	2537837	16
Colinus_virginianus	LINE/Jockey	2303	1478231	6
Colinus_virginianus	LTR/ERV1	176	76540	2
Colinus_virginianus	LINE/L2	83	29200	1
Colinus_virginianus	DNA/CMC-Transib	100	37459	2
Colinus_virginianus	LTR/Pao	50	16778	1
Colinus_virginianus	SINE/tRNA-CR1	38	12264	1
Colinus_virginianus	LTR/Copia	124	71176	1
Colinus_virginianus	DNA/MULE-MuDR	9	3765	1
Colinus_virginianus	LINE/R2	63	30344	1
Cynoglossus_semilaevis	DNA/TcMar-Tc2	503	183424	8
Cynoglossus_semilaevis	DNA/TcMar-Tigger	1156	467641	15
Cynoglossus_semilaevis	DNA/hAT-Charlie	1957	654877	35
Cynoglossus_semilaevis	DNA/hAT-Ac	853	324484	20
Cynoglossus_semilaevis	DNA/TcMar-Mariner	76	25797	1
Cynoglossus_semilaevis	SINE/5S	50	49016	1
Cynoglossus_semilaevis	DNA/TcMar-Tc1	1530	938848	27
Cynoglossus_semilaevis	LTR/ERVK	161	59589	1
Cynoglossus_semilaevis	LINE/R2-Hero	185	113077	3
Cynoglossus_semilaevis	SINE/V	9	2794	2
Cynoglossus_semilaevis	LINE/L2	264	182206	9
Cynoglossus_semilaevis	DNA/hAT	209	99921	5
Cynoglossus_semilaevis	LINE/Rex-Babar	545	361269	12
Cynoglossus_semilaevis	DNA/hAT-Tip100	273	132685	4
Cynoglossus_semilaevis	LINE/RTE	241	126923	2
Cynoglossus_semilaevis	SINE/Alu	61	36874	1
Cynoglossus_semilaevis	DNA/CMC-EnSpm	2395	1160913	6
Cynoglossus_semilaevis	LINE/RTE-BovB	2615	1887867	11
Cynoglossus_semilaevis	LINE/I	231	115348	1
Cynoglossus_semilaevis	LTR/ERV1	376	306498	5
Cynoglossus_semilaevis	LTR/Ngaro	15	4670	1
Cynoglossus_semilaevis	LINE/Penelope	446	212376	6
Cynoglossus_semilaevis	DNA/PIF-Harbinger	67	24599	3
Cynoglossus_semilaevis	DNA/CMC-Chapaev	36	22176	1
Cynoglossus_semilaevis	DNA/Novosib	30	15513	1
Cynoglossus_semilaevis	DNA/hAT-Tol2	111	48697	2
Cynoglossus_semilaevis	DNA/PiggyBac	124	79702	3
Cynoglossus_semilaevis	LTR/Gypsy	220	142975	3
Cynoglossus_semilaevis	DNA/Maverick	8	2793	1
Cynoglossus_semilaevis	LINE/L1	19	19081	1
Cynoglossus_semilaevis	DNA/Academ	286	148092	3
Cynoglossus_semilaevis	LINE/Jockey	264	129233	1
Cynoglossus_semilaevis	LINE/CRE	13	4951	1
Manacus_vitellinus	LINE/CR1	58166	35634192	64
Manacus_vitellinus	LTR/ERVL	3270	4769928	8
Manacus_vitellinus	LINE/RTE-BovB	4263	3535300	6
Manacus_vitellinus	SINE/tRNA-Core-L2	87	31512	1
Manacus_vitellinus	LTR/ERV1	2556	3801419	7
Manacus_vitellinus	LTR/ERVK	3738	4349486	11
Manacus_vitellinus	LTR/Copia	858	746937	3
Manacus_vitellinus	LINE/I	1124	1067139	3
Manacus_vitellinus	LTR/ERV	712	2314528	1
Manacus_vitellinus	DNA/CMC-EnSpm	198	88134	1
Cuculus_canorus	LINE/CR1	109569	64887207	57
Cuculus_canorus	LTR/ERVL	7536	4248630	13
Cuculus_canorus	LTR/ERV1	2231	995095	3
Cuculus_canorus	LTR/Gypsy	276	245806	1
Cuculus_canorus	DNA/TcMar-Mariner	347	298471	3
Cuculus_canorus	DNA/CMC-EnSpm	57	35308	1
Cuculus_canorus	SINE/MIR	60	20455	1
Cuculus_canorus	DNA/MULE-MuDR	139	79252	1
Cuculus_canorus	DNA/TcMar	73	49546	1
Pampus_argenteus	LINE/Rex-Babar	586	246110	22
Pampus_argenteus	LINE/RTE-BovB	582	274451	20
Pampus_argenteus	LINE/L2	823	342782	26
Pampus_argenteus	DNA/TcMar-Tc1	976	437726	35
Pampus_argenteus	DNA/hAT-Ac	107	53239	3
Pampus_argenteus	LINE/Penelope	74	31715	3
Pampus_argenteus	DNA/hAT-Charlie	175	79003	8
Pampus_argenteus	LTR/Gypsy	618	330635	11
Pampus_argenteus	LINE/Dong-R4	93	46015	3
Pampus_argenteus	DNA/TcMar-Tc2	22	6829	1
Pampus_argenteus	LINE/RTE-X	34	13812	2
Pampus_argenteus	DNA/PIF-ISL2EU	14	5040	1
Pampus_argenteus	DNA/TcMar-Mariner	2	638	1
Pampus_argenteus	LTR/Ngaro	136	64283	3
Pampus_argenteus	LTR/Gypsy-Cigr	22	13001	1
Pampus_argenteus	DNA/hAT-hATx	8	3530	1
Pampus_argenteus	LTR/ERV1	18	11737	1
Pampus_argenteus	DNA/Crypton	65	28539	1
Pampus_argenteus	LTR/Pao	56	32889	2
Pampus_argenteus	DNA/Maverick	21	12623	1
Calidris_pugnax	LINE/CR1	86738	49004401	67
Calidris_pugnax	LTR/ERVL	10397	5969323	17
Calidris_pugnax	LINE/L2	313	153977	1
Calidris_pugnax	SINE/MIR	96	37129	1
Calidris_pugnax	LTR/ERV1	522	249938	3
Calidris_pugnax	DNA/MULE-MuDR	5	2017	1
Calidris_pugnax	LTR/ERVK	250	203695	1
Acanthisitta_chloris	LTR/ERVL	15843	8993351	27
Acanthisitta_chloris	LINE/CR1	74931	39815083	71
Acanthisitta_chloris	LTR/ERV1	1386	632467	6
Acanthisitta_chloris	LTR/ERVK	271	161516	2
Amazona_aestiva	LTR/ERV1	1510	930157	8
Amazona_aestiva	LINE/CR1	71591	39344452	44
Amazona_aestiva	LTR/ERVL	26290	16468180	31
Amazona_aestiva	SINE/MIR	91	38057	2
Amazona_aestiva	DNA/CMC-EnSpm	89	44117	1
Amazona_aestiva	LTR/ERVK	64	35830	1
Apaloderma_vittatum	LINE/CR1	69091	42540362	63
Apaloderma_vittatum	LTR/ERVL	15725	10281325	30
Apaloderma_vittatum	DNA/CMC-EnSpm	275	142733	2
Apaloderma_vittatum	SINE/MIR	152	60623	1
Apaloderma_vittatum	LINE/RTE-BovB	1102	662773	3
Apaloderma_vittatum	DNA/TcMar-Tc1	547	337869	3
Apaloderma_vittatum	LTR/ERV1	952	456872	6
Apaloderma_vittatum	LINE/L2	109	43703	1
Taeniopygia_guttata	LTR/ERVK	25393	14856621	43
Taeniopygia_guttata	LTR/ERV	1397	1513962	4
Taeniopygia_guttata	LTR/ERV1	10050	5771093	27
Taeniopygia_guttata	LINE/CR1	41161	22410454	61
Taeniopygia_guttata	LTR/ERVL	19884	12557911	42
Taeniopygia_guttata	SINE/MIR	44	14743	1
Taeniopygia_guttata	DNA/MULE-MuDR	41	16175	1
Taeniopygia_guttata	LTR/Pao	634	708799	2
Taeniopygia_guttata	LINE/L2	111	181284	1
Taeniopygia_guttata	LTR/Copia	34	66978	1
Taeniopygia_guttata	DNA/CMC-EnSpm	226	141423	1
Taeniopygia_guttata	LTR/DIRS	435	549368	2
Taeniopygia_guttata	LINE/Penelope	139	72511	1
Callipepla_squamata	LINE/CR1	59407	36050324	65
Callipepla_squamata	LTR/ERVL	21175	10939619	52
Callipepla_squamata	DNA/TcMar-Mariner	9184	4986536	11
Callipepla_squamata	DNA/hAT-Charlie	927	410562	4
Callipepla_squamata	LTR/ERV1	1449	748332	10
Callipepla_squamata	LTR/ERVK	810	520725	4
Callipepla_squamata	SINE/MIR	23	8207	1
Callipepla_squamata	LTR/Copia	79	54684	1
Colius_striatus	LINE/CR1	83916	48609302	56
Colius_striatus	DNA/CMC-EnSpm	4	1477	1
Colius_striatus	LTR/ERVL	27057	18399207	31
Colius_striatus	SINE/MIR	13	4529	1
Colius_striatus	DNA/hAT-Ac	223	92467	1
Colius_striatus	LTR/ERV1	862	410116	6
Colius_striatus	LTR/ERVK	139	86335	1
Melopsittacus_undulatus	LINE/CR1	76011	50811633	56
Melopsittacus_undulatus	LTR/ERV1	2311	1380355	8
Melopsittacus_undulatus	LTR/ERVL	26591	15393211	38
Melopsittacus_undulatus	DNA/CMC-EnSpm	27	10207	2
Melopsittacus_undulatus	SINE/MIR	95	32294	2
Melopsittacus_undulatus	LINE/RTE-BovB	807	450864	3
Melopsittacus_undulatus	DNA/hAT-Ac	254	179532	1
Chaetura_pelagica	LINE/CR1	77757	46959328	72
Chaetura_pelagica	LTR/ERV1	570	297481	4
Chaetura_pelagica	LTR/ERVK	276	109676	1
Chaetura_pelagica	SINE/Deu	1	330	1
Chaetura_pelagica	LTR/ERVL	11099	7073955	22
Chaetura_pelagica	DNA/CMC-EnSpm	24	10642	1
Chaetura_pelagica	LINE/I	106	53156	1
Tympanuchus_cupido_pinnatus	LTR/ERVL	13893	6558075	34
Tympanuchus_cupido_pinnatus	LINE/CR1	64072	37654230	66
Tympanuchus_cupido_pinnatus	DNA/CMC-EnSpm	6	2719	1
Tympanuchus_cupido_pinnatus	DNA/TcMar-Mariner	8686	4206685	8
Tympanuchus_cupido_pinnatus	DNA/hAT-Charlie	660	332002	3
Tympanuchus_cupido_pinnatus	LTR/ERV1	643	350384	5
Tympanuchus_cupido_pinnatus	LTR/ERVK	49	15906	1
Tympanuchus_cupido_pinnatus	LTR/Copia	161	91956	1
Tympanuchus_cupido_pinnatus	DNA/PIF-Harbinger	39	30541	1
Numida_meleagris	LTR/ERV1	837	351692	7
Numida_meleagris	LINE/CR1	68755	46407538	62
Numida_meleagris	LTR/ERVL	17787	8887724	40
Numida_meleagris	DNA/TcMar-Mariner	10477	5861191	6
Numida_meleagris	DNA/hAT-Charlie	1751	858288	5
Numida_meleagris	DNA/CMC-EnSpm	15	6711	1
Numida_meleagris	LTR/Copia	206	128277	1
Numida_meleagris	LTR/ERVK	813	425543	3
Numida_meleagris	LINE/Penelope	29	10700	1
Numida_meleagris	DNA/Sola	177	196402	1
Gasterosteus_aculeatus	DNA/CMC-EnSpm	1287	1098537	15
Gasterosteus_aculeatus	LINE/L2	3718	2457269	38
Gasterosteus_aculeatus	LTR/ERV1	1714	1634518	12
Gasterosteus_aculeatus	DNA/Novosib	94	39330	2
Gasterosteus_aculeatus	DNA/hAT-Tip100	365	311654	7
Gasterosteus_aculeatus	LINE/Rex-Babar	3270	2256676	27
Gasterosteus_aculeatus	SINE/V	1424	828965	5
Gasterosteus_aculeatus	DNA/hAT-Ac	1385	858254	16
Gasterosteus_aculeatus	DNA/hAT	730	349162	15
Gasterosteus_aculeatus	DNA/Maverick	640	710048	3
Gasterosteus_aculeatus	DNA/TcMar-Tc1	2145	1638023	26
Gasterosteus_aculeatus	LTR/ERVK	333	382338	1
Gasterosteus_aculeatus	LTR/Gypsy	5500	3965566	63
Gasterosteus_aculeatus	LTR/Pao	276	287553	3
Gasterosteus_aculeatus	DNA/hAT-Charlie	2511	2380295	27
Gasterosteus_aculeatus	LINE/RTE-BovB	76	90477	2
Gasterosteus_aculeatus	DNA/TcMar-ISRm11	196	116496	3
Gasterosteus_aculeatus	DNA/TcMar-Tigger	69	32547	1
Gasterosteus_aculeatus	LINE/L1	273	187322	5
Gasterosteus_aculeatus	SINE/MIR	271	182689	5
Gasterosteus_aculeatus	LINE/Jockey	75	44866	1
Gasterosteus_aculeatus	DNA/TcMar-Tc2	535	298643	4
Gasterosteus_aculeatus	DNA/PIF-Harbinger	875	551049	8
Gasterosteus_aculeatus	LTR/Copia	417	293214	4
Gasterosteus_aculeatus	LINE/Penelope	151	267851	3
Gasterosteus_aculeatus	DNA/Kolobok-T2	18	6053	1
Gasterosteus_aculeatus	LTR/Ngaro	113	51912	2
Gasterosteus_aculeatus	LINE/I	117	58013	1
Gasterosteus_aculeatus	DNA/Merlin	83	109203	1
Gasterosteus_aculeatus	LINE/Proto2	58	40984	1
Gasterosteus_aculeatus	LTR/DIRS	48	32116	1
Gasterosteus_aculeatus	DNA/hAT-hAT5	115	68912	2
Gasterosteus_aculeatus	LTR/Gypsy-Cigr	222	207727	2
Gasterosteus_aculeatus	LINE/L1-Tx1	293	297273	2
Gasterosteus_aculeatus	DNA/CMC-Chapaev	91	109294	1
Gasterosteus_aculeatus	SINE/tRNA-Lys	63	69152	1
Corvus_brachyrhynchos	LINE/CR1	43130	23452240	62
Corvus_brachyrhynchos	LTR/ERVL	23899	13659999	50
Corvus_brachyrhynchos	LTR/ERVK	5242	3327525	22
Corvus_brachyrhynchos	LTR/ERV1	4970	2714041	21
Corvus_brachyrhynchos	DNA/CMC-EnSpm	2	911	1
Corvus_brachyrhynchos	SINE/MIR	65	26616	1
Corvus_brachyrhynchos	LTR/Gypsy	178	143995	1
Geospiza_fortis	LTR/ERVK	21187	9582377	41
Geospiza_fortis	LINE/CR1	38383	20848948	55
Geospiza_fortis	LTR/ERV1	6289	3232872	18
Geospiza_fortis	LTR/ERVL	17330	10172442	45
Geospiza_fortis	RC/Helitron	697	450572	2
Geospiza_fortis	DNA/Sola	126	68178	1
Geospiza_fortis	DNA/CMC-EnSpm	31	15501	1
